,model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
150,metaai/Llama-2-13b-chat-hf,16.753336372767794,223.3901947615849,12.93183804940574,2423.302869711249,A40,instruct-concise,13,0.0030132911014707,float16,None,None,False
151,metaai/Llama-2-7b-chat-hf,30.95799874634315,220.83680322364003,6.815573463441101,1288.2125369376631,A40,instruct-concise,7,0.0016203676678548,float16,None,None,False
152,Salesforce/xgen-7b-8k-inst,30.94642095862988,272.62760241773003,8.882096162332314,2275.1287498320407,A40,instruct-concise,7,0.0023181079343475,float16,None,None,False
153,FreedomIntelligence/phoenix-inst-chat-7b,32.795664087070854,221.2484889187374,6.588933942256567,1863.514234721291,A40,instruct,7,0.0023396446480059,float16,None,None,False
154,tatsu-lab/alpaca-7B,30.107577299286163,126.36030893216925,4.161682809197595,973.6026363331108,A40,instruct,7,0.0021402699870287,float16,None,None,False
155,togethercomputer/RedPajama-INCITE-7B-Chat,17.009700321585225,282.3190060443251,15.98330062659441,2834.287281396827,A40,instruct,7,0.0027886964949381,float16,None,None,False
156,lmsys/vicuna-7B,29.417977025894693,267.841840161182,9.164755312435684,2131.3740241775145,A40,instruct,7,0.0022104400854363,float16,None,None,False
157,RWKV/rwkv-raven-7b,33.80171881884355,264.9563465413029,7.560664676534496,2049.769828408296,A40,instruct,7,0.0021489596883554,float16,None,None,False
158,databricks/dolly-v2-12b,15.67950302952103,155.61316319677636,9.582122375200395,2369.283402619204,A40,instruct,12,0.0042292969629639,float16,None,None,False
159,camel-ai/CAMEL-13B-Combined-Data,17.522554791478672,245.7824042981867,14.081241566503389,3646.911668905305,A40,instruct,13,0.0041216580252479,float16,None,None,False
160,BAIR/koala-7b,29.350583449996343,253.7239758226998,8.64835721658589,1918.897159502941,A40,instruct,7,0.0021008144264745,float16,None,None,False
161,openaccess-ai-collective/manticore-13b-chat-pyg,17.267666593018745,276.03559435863,16.03621509688224,4113.539149429272,A40,instruct,13,0.004139501524741,float16,None,None,False
162,OpenAssistant/oasst-sft-1-pythia-12b,14.438332974888972,253.76796507723304,17.249506058312747,3936.226839825601,A40,instruct,12,0.0043086460659572,float16,None,None,False
163,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,29.207313503768304,233.479516453996,8.096591130254916,1804.4821860309687,A40,instruct,7,0.0021468480802427,float16,None,None,False
164,project-baize/baize-v2-7B,28.47516339265779,306.76561450638013,10.688193155492014,2415.801835795991,A40,instruct,7,0.0021875204839326,float16,None,None,False
165,StabilityAI/stablelm-tuned-alpha-7b,23.120196395716167,244.85930154466084,10.369934308136855,2445.444213566122,A40,instruct,7,0.0027742056562226,float16,None,None,False
166,lmsys/vicuna-13B,17.595105665816288,263.95567494963063,15.050040050311225,3967.4957498321023,A40,instruct,13,0.004175254625389,float16,None,None,False
167,Neutralzz/BiLLa-7B-SFT,28.937231313361377,142.33848220282067,4.7632941655637016,1177.3565590999483,A40,instruct,7,0.0022976463116479,float16,None,None,False
168,metaai/llama-13B,15.747651109641996,101.69375419744796,5.970782866386873,1693.432888515849,A40,instruct,13,0.0046256333862393,float16,None,None,False
169,lmsys/fastchat-t5-3b-v1.0,31.014371537480105,357.13734049697786,17.964342393854206,1758.7082199462511,A40,instruct,3,0.0013679053005668,float16,None,None,False
170,nomic-ai/gpt4all-13b-snoozy,17.558360268154225,232.6746138347885,13.29095380657582,3411.2449123573792,A40,instruct,13,0.0040725028639489,float16,None,None,False
171,BAIR/koala-13b,17.468010116614902,254.08529214237743,14.4913390549458,3858.416870718604,A40,instruct,13,0.0042181995465047,float16,None,None,False
172,metaai/llama-7B,26.40244189851013,104.19308260577569,3.608983782098236,864.4181752854275,A40,instruct,7,0.0023045307211996,float16,None,None,False
173,metaai/Llama-2-13b-chat-hf,16.999960399598052,371.5631296171928,21.688517364074983,4210.194823371436,A40,instruct,13,0.0031475097199566,float16,None,None,False
174,metaai/Llama-2-7b-chat-hf,31.8151394939556,365.40362659503023,11.316028104293824,2180.2478049026786,A40,instruct,7,0.0016574120949323,float16,None,None,False
175,Salesforce/xgen-7b-8k-inst,30.891816462104057,274.67360644728006,8.955940515903757,2099.338151779749,A40,instruct,7,0.0021230634211569,float16,None,None,False
176,camel-ai/CAMEL-13B-Combined-Data,21.43101835743948,280.880120886501,13.06444851624632,2699.068023841508,V100,chat-concise,13,0.0026692566044455,float16,None,None,False
177,lmsys/fastchat-t5-3b-v1.0,17.265044888298704,310.3431833445265,23.454799682692173,1043.990802216248,V100,chat-concise,3,0.0009344411626342,float16,None,None,False
178,lmsys/vicuna-13B,21.22111373331653,268.2877770315648,12.47487856107636,2412.714352921421,V100,chat-concise,13,0.002498058013609,float16,None,None,False
179,lmsys/vicuna-7B,33.19220689261821,273.57118871726,8.18447234641069,1387.838511417057,V100,chat-concise,7,0.0014091787202572,float16,None,None,False
180,metaai/llama-7B,23.92946132846408,68.0584284754869,2.2809002959847486,354.6560946944264,V100,chat-concise,7,0.0014475147908395,float16,None,None,False
181,project-baize/baize-v2-7B,30.350461249705614,313.3747481531229,10.034955017859746,1647.9252511752854,V100,chat-concise,7,0.0014607335687165,float16,None,None,False
182,BAIR/koala-13b,21.42643187215904,253.86501007387508,11.723909422593444,2576.3193623237044,V100,chat-concise,13,0.0028189952884955,float16,None,None,False
183,RWKV/rwkv-raven-7b,36.40036863259138,202.84654130288783,4.8940369672449,1139.9740564136987,V100,chat-concise,7,0.0015610789224258,float16,None,None,False
184,FreedomIntelligence/phoenix-inst-chat-7b,42.26827672649405,233.5211551376763,5.210845160281831,1237.6637434519814,V100,chat-concise,7,0.0014722241506964,float16,None,None,False
185,Neutralzz/BiLLa-7B-SFT,31.9073779709284,141.02820685023505,4.304014573938894,791.1183122901291,V100,chat-concise,7,0.0015582349918171,float16,None,None,False
186,StabilityAI/stablelm-tuned-alpha-7b,27.43376032338956,241.67763599731364,8.396188638064837,1539.8807639355257,V100,chat-concise,7,0.0017698975533404,float16,None,None,False
187,metaai/llama-13B,17.16666100714585,85.41638683680323,4.213923745980638,936.364457689723,V100,chat-concise,13,0.0030450976431969,float16,None,None,False
188,openaccess-ai-collective/manticore-13b-chat-pyg,21.501265310987147,274.15983881799866,12.659875248785934,2867.592066151776,V100,chat-concise,13,0.0029054341261034,float16,None,None,False
189,tatsu-lab/alpaca-7B,30.27856487351534,124.94392209536602,3.96404224254347,697.6676591672265,V100,chat-concise,7,0.0015510684212632,float16,None,None,False
190,BAIR/koala-7b,31.65650075035145,247.8448623237072,7.693811395496254,1251.9351081262555,V100,chat-concise,7,0.001403134803751,float16,None,None,False
191,OpenAssistant/oasst-sft-1-pythia-12b,15.208750214131747,249.4513096037609,15.906977624923046,2461.867333445271,V100,chat-concise,12,0.0027414249223802,float16,None,None,False
192,databricks/dolly-v2-12b,14.77422282257357,145.3566151779718,9.38322044956342,1392.614104096707,V100,chat-concise,12,0.0026612978753277,float16,None,None,False
193,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,31.09362733624043,213.68334452652783,6.7498229851656,1084.1301658831444,V100,chat-concise,7,0.0014093155878299,float16,None,None,False
194,nomic-ai/gpt4all-13b-snoozy,21.536649161834035,212.530557421088,9.801092169845262,1977.1679271323053,V100,chat-concise,13,0.0025841616365977,float16,None,None,False
195,togethercomputer/RedPajama-INCITE-7B-Chat,21.663817805786,273.984553391538,12.047950960830525,1659.1448901947638,V100,chat-concise,7,0.0016821151955637,float16,None,None,False
196,Salesforce/xgen-7b-8k-inst,38.01892516162966,274.0402955003358,7.251852527010593,1449.515241101413,V100,chat-concise,7,0.0014692843685379,float16,None,None,False
197,BAIR/koala-13b,21.53316026505164,265.5540631296172,12.202378193294791,2299.2539251175217,V100,chat,13,0.0024050908441729,float16,None,None,False
198,RWKV/rwkv-raven-7b,38.25693186890057,214.354600402955,5.09708168833379,1112.947044996645,V100,chat,7,0.0014422454958389,float16,None,None,False
199,Neutralzz/BiLLa-7B-SFT,31.7616918507028,160.1222296843519,4.935750165560669,783.9250990597718,V100,chat,7,0.0013599421666205,float16,None,None,False
200,StabilityAI/stablelm-tuned-alpha-7b,28.53967935283584,242.85829415715244,8.213054464106607,1349.8225080590985,V100,chat,7,0.0015439073142812,float16,None,None,False
201,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,30.27581794574868,216.17797179314977,6.902688020302885,1083.431902955002,V100,chat,7,0.0013921552870537,float16,None,None,False
202,metaai/llama-13B,17.273409248575422,76.56447280053727,3.783735083427156,772.3963885157816,V100,chat,13,0.0028022729670514,float16,None,None,False
203,metaai/llama-7B,26.07837455088708,65.01040967092008,2.106037566082945,335.8834066487579,V100,chat,7,0.0014351693330899,float16,None,None,False
204,openaccess-ai-collective/manticore-13b-chat-pyg,21.38599300376877,293.6336467427804,13.589340266513748,2717.395536265952,V100,chat,13,0.0025706593974512,float16,None,None,False
205,camel-ai/CAMEL-13B-Combined-Data,21.443262786761142,292.39724647414374,13.597516823282726,3063.6723606447304,V100,chat,13,0.0029104928669509,float16,None,None,False
206,lmsys/fastchat-t5-3b-v1.0,17.285271119159383,312.98119543317665,24.00358150668783,1150.395621558095,V100,chat,3,0.0010210017214593,float16,None,None,False
207,lmsys/vicuna-13B,21.71511101442676,278.87676292813967,12.8324168655423,2980.6725436534525,V100,chat,13,0.002968926441794,float16,None,None,False
208,project-baize/baize-v2-7B,30.553878516266057,324.9533243787777,10.401131271597675,1837.7422095366,V100,chat,7,0.0015709454521488,float16,None,None,False
209,tatsu-lab/alpaca-7B,30.30927551611021,130.43619879113498,4.123330798846872,727.2185275352584,V100,chat,7,0.0015486893087174,float16,None,None,False
210,BAIR/koala-7b,32.54393862793764,261.6477501678979,7.92655260342141,1308.97298321021,V100,chat,7,0.0013896683851244,float16,None,None,False
211,FreedomIntelligence/phoenix-inst-chat-7b,43.255453591642365,241.4593687038281,5.358263290288085,1212.8509496306262,V100,chat,7,0.0013952783997265,float16,None,None,False
212,OpenAssistant/oasst-sft-1-pythia-12b,15.360072232285452,256.2988582941571,16.199311907878233,2513.5866148421774,V100,chat,12,0.0027242357175133,float16,None,None,False
213,databricks/dolly-v2-12b,14.8711288386801,151.2726662189389,9.739419852054697,1458.1875147750186,V100,chat,12,0.0026776290625516,float16,None,None,False
214,lmsys/vicuna-7B,32.13252691172293,283.11618535930154,8.759656009372382,1458.5311544660867,V100,chat,7,0.0014310292518001,float16,None,None,False
215,nomic-ai/gpt4all-13b-snoozy,21.59345917467568,244.30624580255204,11.242197763509727,2265.4151793149776,V100,chat,13,0.0025757916756771,float16,None,None,False
216,togethercomputer/RedPajama-INCITE-7B-Chat,22.21832199601588,278.4751511081263,11.953991510078367,1661.3254805238432,V100,chat,7,0.0016571650946562,float16,None,None,False
217,Salesforce/xgen-7b-8k-inst,37.91403759725149,273.3502350570853,7.256534066994451,1327.9763411685672,V100,chat,7,0.0013494860061643,float16,None,None,False
218,BAIR/koala-7b,31.870929688850776,191.7407656145064,5.776933217154402,940.6980705171268,V100,instruct-concise,7,0.0013628036727121,float16,None,None,False
219,RWKV/rwkv-raven-7b,39.221009432980566,226.7229684351914,5.369737004086241,1264.4471417058417,V100,instruct-concise,7,0.0015491827738701,float16,None,None,False
220,FreedomIntelligence/phoenix-inst-chat-7b,42.47018642224442,193.91034251175284,4.339222575622636,968.785210208196,V100,instruct-concise,7,0.0013877908694803,float16,None,None,False
221,lmsys/fastchat-t5-3b-v1.0,32.731683961001515,280.61417058428475,13.95502727468032,699.2501370047005,V100,instruct-concise,3,0.0006921822542444,float16,None,None,False
222,lmsys/vicuna-13B,21.749876946304724,194.7266621893889,8.894261652518159,2004.231935191404,V100,instruct-concise,13,0.0028590388539975,float16,None,None,False
223,metaai/llama-13B,18.570015239967084,117.85896574882472,5.5800629816924205,1151.47489355272,V100,instruct-concise,13,0.0027138719151806,float16,None,None,False
224,metaai/llama-7B,26.579538100451405,104.01846877098724,3.351423687020932,594.7948838146413,V100,instruct-concise,7,0.0015883794773347,float16,None,None,False
225,nomic-ai/gpt4all-13b-snoozy,20.983074234487425,124.95735392881129,5.782305658279372,1160.8125960376085,V100,instruct-concise,13,0.0025804639199344,float16,None,None,False
226,togethercomputer/RedPajama-INCITE-7B-Chat,22.13375331287594,273.00067159167224,11.777779012989532,1618.0334294828767,V100,instruct-concise,7,0.0016463466107664,float16,None,None,False
227,StabilityAI/stablelm-tuned-alpha-7b,29.00482449092475,223.56044325050368,7.41862470058361,1333.2689402283406,V100,instruct-concise,7,0.0016566100782944,float16,None,None,False
228,camel-ai/CAMEL-13B-Combined-Data,21.460150389563363,188.2263263935527,8.713883080348563,1952.1352001343216,V100,instruct-concise,13,0.0028808923183322,float16,None,None,False
229,databricks/dolly-v2-12b,14.910884049151369,157.10543989254532,10.048765299306664,1523.7667649429138,V100,instruct-concise,12,0.0026941686176301,float16,None,None,False
230,lmsys/vicuna-7B,33.00422508114337,218.19845533915372,6.521462410481351,1134.2387068502344,V100,instruct-concise,7,0.0014439438032165,float16,None,None,False
231,openaccess-ai-collective/manticore-13b-chat-pyg,21.69738931527289,229.17763599731364,10.522901259287243,2290.821816655476,V100,instruct-concise,13,0.0027766208109541,float16,None,None,False
232,BAIR/koala-13b,20.97945489282466,168.6877098723976,7.777735522072535,1462.68017528543,V100,instruct-concise,13,0.0024085930682071,float16,None,None,False
233,Neutralzz/BiLLa-7B-SFT,30.656448666055088,99.96474143720616,3.1034504787446604,493.75409200805854,V100,instruct-concise,7,0.0013720229000225,float16,None,None,False
234,OpenAssistant/oasst-sft-1-pythia-12b,15.311911635208784,239.28374748153124,15.189281238389173,2210.647578240437,V100,instruct-concise,12,0.0025662786469893,float16,None,None,False
235,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,30.99540256126542,217.505036937542,6.9492957234086985,1093.5390379449263,V100,instruct-concise,7,0.0013965692388117,float16,None,None,False
236,project-baize/baize-v2-7B,30.171092209096468,243.02182672934856,7.826149599316017,1279.5043529214238,V100,instruct-concise,7,0.001462493639336,float16,None,None,False
237,tatsu-lab/alpaca-7B,32.01702487024256,119.6296171927468,3.623346220601726,576.9808673606445,V100,instruct-concise,7,0.0013397389953819,float16,None,None,False
238,Salesforce/xgen-7b-8k-inst,38.467648583908094,274.2149093351242,7.175161660318009,1445.4932884486211,V100,instruct-concise,7,0.0014642745517795,float16,None,None,False
239,camel-ai/CAMEL-13B-Combined-Data,21.698576445650616,246.249832102082,11.359782962929792,2355.2015053727355,V100,instruct,13,0.0026567434982457,float16,None,None,False
240,databricks/dolly-v2-12b,15.057831510732871,159.93451981195437,10.197591386884174,1619.948066823369,V100,instruct,12,0.0028135612915002,float16,None,None,False
241,nomic-ai/gpt4all-13b-snoozy,21.81850230944136,220.82639355272,10.106196799825966,2202.807249832109,V100,instruct,13,0.0027709138064832,float16,None,None,False
242,project-baize/baize-v2-7B,32.278702324630125,300.21826729348555,9.151365330046676,1557.4543243787796,V100,instruct,7,0.0014410388985204,float16,None,None,False
243,FreedomIntelligence/phoenix-inst-chat-7b,43.15794896524618,220.48556077904635,4.912834925525496,1134.9532484889164,V100,instruct,7,0.0014298659292381,float16,None,None,False
244,Neutralzz/BiLLa-7B-SFT,31.576098085051683,146.43485560779047,4.467502261238455,821.7476809939546,V100,instruct,7,0.0015588040413815,float16,None,None,False
245,OpenAssistant/oasst-sft-1-pythia-12b,15.249688094942522,252.0886501007388,16.127927775413387,2645.1371722632653,V100,instruct,12,0.0029146902303418,float16,None,None,False
246,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt-v2,31.9963132875822,228.9153794492948,7.081518725379781,1231.1418035594345,V100,instruct,7,0.001493931229718,float16,None,None,False
247,lmsys/fastchat-t5-3b-v1.0,30.11501180390337,359.1101410342512,18.113400371066604,872.8616652115497,V100,instruct,3,0.0006751732851976,float16,None,None,False
248,BAIR/koala-13b,21.686819170677825,255.0466756212223,11.667351228473493,2196.752793149772,V100,instruct,13,0.0023925389645717,float16,None,None,False
249,StabilityAI/stablelm-tuned-alpha-7b,28.54267912639095,233.76057756883816,7.929687720685966,1381.343463734048,V100,instruct,7,0.0016414509310959,float16,None,None,False
250,lmsys/vicuna-13B,21.92047685400391,264.0950302216253,12.061023608554358,2516.2876131632,V100,instruct,13,0.0026466563223384,float16,None,None,False
251,openaccess-ai-collective/manticore-13b-chat-pyg,21.703210621473303,274.1773002014775,12.581106571755186,2362.644396574878,V100,instruct,13,0.0023936704813907,float16,None,None,False
252,togethercomputer/RedPajama-INCITE-7B-Chat,21.543639351812168,281.8143049026192,12.532223938875198,1700.600847212891,V100,instruct,7,0.0016762425327878,float16,None,None,False
253,lmsys/vicuna-7B,31.797633189426183,268.90094022834114,8.36020701868699,1386.7618619879124,V100,instruct,7,0.0014325410242257,float16,None,None,False
254,metaai/llama-13B,18.476088005501783,117.27736736064472,5.550619761657461,1274.2525688381445,V100,instruct,13,0.0030181360211728,float16,None,None,False
255,metaai/llama-7B,23.642990385313613,110.3025520483546,3.7306664026356073,636.4017854264604,V100,instruct,7,0.0016026671228066,float16,None,None,False
256,tatsu-lab/alpaca-7B,31.257537640928863,127.87004701141706,3.9853428024686144,671.8288287441229,V100,instruct,7,0.0014594435792999,float16,None,None,False
257,BAIR/koala-7b,31.414143726094665,253.60376091336468,7.832867446137829,1181.3637347212878,V100,instruct,7,0.0012939736847602,float16,None,None,False
258,RWKV/rwkv-raven-7b,39.9399840394634,246.79650772330425,5.83791405340994,1302.0306672263273,V100,instruct,7,0.0014654793484603,float16,None,None,False
259,Salesforce/xgen-7b-8k-inst,37.60606003674811,273.058764271323,7.2999356819368035,1329.6854536601766,V100,instruct,7,0.0013526651358245,float16,None,None,False
827,EleutherAI/pythia-6.9b-deduped,40.4,256.0,6.34,2138.112,A100,chat,7,0.00232,float16,None,None,False
828,EleutherAI/pythia-6.7b,40.4,256.0,6.34,2138.112,A100,chat,7,0.00232,float16,None,None,False
844,GeneZC/MiniMA-3B,53.2,256.0,4.81,1345.5359999999998,A100,chat,3,0.00146,float16,None,None,False
845,GeneZC/MiniMA-2-3B,54.9,256.0,4.66,1345.5359999999998,A100,chat,3,0.00146,float16,None,None,False
848,DevaMalla/llama-base-7b,42.4,256.0,6.04,2082.816,A100,chat,7,0.00226,float16,None,None,False
860,meta-llama/Llama-2-7b-hf,42.0,256.0,6.1,2009.088,A100,chat,7,0.00218,float16,None,None,False
862,winglian/Llama-2-3b-hf,82.3,256.0,3.11,1041.408,A100,chat,3,0.00113,float16,None,None,False
871,scb10x/typhoon-7b,34.4,256.0,7.45,2359.2960000000003,A100,chat,7,0.00256,float16,None,None,False
876,sarvamai/OpenHathi-7B-Hi-v0.1-Base,41.4,256.0,6.18,2045.952,A100,chat,7,0.0022199999999999,float16,None,None,False
880,Kunhao/pile-7b-250b-tokens,38.7,256.0,6.62,2128.896,A100,chat,7,0.00231,float16,None,None,False
882,cerebras/Cerebras-GPT-6.7B,54.9,256.0,4.66,1668.096,A100,chat,7,0.00181,float16,None,None,False
894,bigscience/bloom-3b,53.4,256.0,4.79,1373.184,A100,chat,3,0.00149,float16,None,None,False
906,stabilityai/stablelm-base-alpha-7b,66.1,256.0,3.87,1529.856,A100,chat,7,0.00166,float16,None,None,False
907,stabilityai/stablelm-base-alpha-3b,79.0,256.0,3.24,1078.272,A100,chat,3,0.00117,float16,None,None,False
908,stabilityai/stablelm-base-alpha-7b-v2,43.0,256.0,5.95,2045.952,A100,chat,7,0.0022199999999999,float16,None,None,False
909,stabilityai/stablelm-3b-4e1t,42.5,256.0,6.03,1631.232,A100,chat,3,0.00177,float16,None,None,False
917,openlm-research/open_llama_3b_v2,46.5,256.0,5.51,1594.368,A100,chat,3,0.00173,float16,None,None,False
918,openlm-research/open_llama_7b_v2,42.5,256.0,6.03,2045.952,A100,chat,7,0.0022199999999999,float16,None,None,False
919,openlm-research/open_llama_7b,42.6,256.0,6.01,2055.168,A100,chat,7,0.0022299999999999,float16,None,None,False
920,openlm-research/open_llama_3b,46.8,256.0,5.47,1575.936,A100,chat,3,0.00171,float16,None,None,False
921,RWKV/rwkv-4-3b-pile,29.3,256.0,8.73,2340.864,A100,chat,3,0.0025399999999999,float16,None,None,False
924,RWKV/rwkv-4-7b-pile,30.2,256.0,8.49,2543.616,A100,chat,7,0.00276,float16,None,None,False
926,golaxy/gowizardlm,42.6,256.0,6.01,2009.088,A100,chat,7,0.00218,float16,None,None,False
929,togethercomputer/RedPajama-INCITE-7B-Base,40.0,256.0,6.4,2165.76,A100,chat,7,0.00235,float16,None,None,False
930,togethercomputer/RedPajama-INCITE-Base-3B-v1,39.4,256.0,6.49,1760.256,A100,chat,3,0.00191,float16,None,None,False
931,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,40.5,256.0,6.32,2147.328,A100,chat,7,0.00233,float16,None,None,False
934,huggingface/llama-7b,42.2,256.0,6.07,2018.304,A100,chat,7,0.00219,float16,None,None,False
939,fblgit/una-llama-7b,42.9,256.0,5.97,1972.224,A100,chat,7,0.00214,float16,None,None,False
940,codellama/CodeLlama-7b-hf,43.3,256.0,5.91,2009.088,A100,chat,7,0.00218,float16,None,None,False
1774,GeneZC/MiniMA-2-3B,102.0,256.0,2.52,599.04,NVIDIA GeForce RTX 4090,chat,3,0.00065,float16,None,None,False
1775,GeneZC/MiniMA-3B,102.0,256.0,2.52,599.9616,NVIDIA GeForce RTX 4090,chat,3,0.000651,float16,None,None,False
1785,mistralai/Mistral-7B-v0.1,49.1,256.0,5.21,1336.3200000000002,NVIDIA GeForce RTX 4090,chat,7,0.00145,float16,None,None,False
1786,Deci/DeciLM-7B,51.2,256.0,5.0,1299.456,NVIDIA GeForce RTX 4090,chat,7,0.00141,float16,None,None,False
1788,rishiraj/CatPPT-base,49.4,256.0,5.18,1400.832,NVIDIA GeForce RTX 4090,chat,7,0.00152,float16,None,None,False
1790,scb10x/typhoon-7b,49.2,256.0,5.2,1354.752,NVIDIA GeForce RTX 4090,chat,7,0.00147,float16,None,None,False
1791,stabilityai/japanese-stablelm-base-gamma-7b,49.2,256.0,5.2,1373.184,NVIDIA GeForce RTX 4090,chat,7,0.00149,float16,None,None,False
1792,stabilityai/stablelm-base-alpha-3b,98.8,256.0,2.59,702.2592,NVIDIA GeForce RTX 4090,chat,3,0.000762,float16,None,None,False
1793,golaxy/gowizardlm,51.8,256.0,4.94,1308.672,NVIDIA GeForce RTX 4090,chat,7,0.00142,float16,None,None,False
1797,EleutherAI/pythia-6.7b,51.1,256.0,5.01,1345.5359999999998,NVIDIA GeForce RTX 4090,chat,7,0.00146,float16,None,None,False
1800,EleutherAI/pythia-12b-deduped,32.5,256.0,7.87,2239.488,NVIDIA GeForce RTX 4090,chat,12,0.00243,float16,None,None,False
1801,EleutherAI/pythia-6.9b-deduped,50.8,256.0,5.04,1354.752,NVIDIA GeForce RTX 4090,chat,7,0.00147,float16,None,None,False
1803,EleutherAI/pythia-12b,32.4,256.0,7.9,2285.568,NVIDIA GeForce RTX 4090,chat,12,0.00248,float16,None,None,False
1809,vishesht27/22-Neuro_Model,49.1,256.0,5.21,1354.752,NVIDIA GeForce RTX 4090,chat,7,0.00147,float16,None,None,False
1814,cyberagent/calm2-7b-chat,51.8,256.0,4.94,1317.888,NVIDIA GeForce RTX 4090,chat,7,0.00143,float16,None,None,False
1828,openlm-research/open_llama_7b_v2,52.6,256.0,4.87,1281.024,NVIDIA GeForce RTX 4090,chat,7,0.00139,float16,None,None,False
1829,openlm-research/open_llama_3b_v2,89.8,256.0,2.85,710.5536,NVIDIA GeForce RTX 4090,chat,3,0.000771,float16,None,None,False
1830,openlm-research/open_llama_7b,52.8,256.0,4.85,1262.592,NVIDIA GeForce RTX 4090,chat,7,0.00137,float16,None,None,False
1831,openlm-research/open_llama_3b,90.1,256.0,2.84,713.3184,NVIDIA GeForce RTX 4090,chat,3,0.000774,float16,None,None,False
1832,cerebras/Cerebras-GPT-6.7B,53.4,256.0,4.79,1262.592,NVIDIA GeForce RTX 4090,chat,7,0.00137,float16,None,None,False
1840,itsliupeng/openllama-7b-base,52.6,256.0,4.87,1271.808,NVIDIA GeForce RTX 4090,chat,7,0.00138,float16,None,None,False
1841,itsliupeng/openllama-7b-icl,52.7,256.0,4.86,1308.672,NVIDIA GeForce RTX 4090,chat,7,0.00142,float16,None,None,False
1842,tiiuae/falcon-7b,43.2,256.0,5.93,1446.912,NVIDIA GeForce RTX 4090,chat,7,0.00157,float16,None,None,False
1851,augmxnt/shisa-base-7b-v1,47.3,256.0,5.41,1446.912,NVIDIA GeForce RTX 4090,chat,7,0.00157,float16,None,None,False
1853,bigscience/bloom-7b1,55.9,256.0,4.58,1363.968,NVIDIA GeForce RTX 4090,chat,7,0.00148,float16,None,None,False
1854,bigscience/bloom-3b,107.0,256.0,2.39,638.6687999999999,NVIDIA GeForce RTX 4090,chat,3,0.0006929999999999,float16,None,None,False
1855,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,50.9,256.0,5.03,1363.968,NVIDIA GeForce RTX 4090,chat,7,0.00148,float16,None,None,False
1856,togethercomputer/RedPajama-INCITE-7B-Base,50.8,256.0,5.04,1354.752,NVIDIA GeForce RTX 4090,chat,7,0.00147,float16,None,None,False
1857,togethercomputer/RedPajama-INCITE-Base-3B-v1,88.0,256.0,2.91,675.5328000000001,NVIDIA GeForce RTX 4090,chat,3,0.000733,float16,None,None,False
1858,DevaMalla/llama-base-7b,52.8,256.0,4.85,1271.808,NVIDIA GeForce RTX 4090,chat,7,0.00138,float16,None,None,False
